predicted_category,confidence,total_ingredients,abrasive_scrub,absorbent_mattifier,anti-acne,antimicrobial_antibacterial,antioxidant,astringent,buffering,cell-communicating_ingredient,chelating,colorant,deodorant,emollient,emulsifying,emulsion_stabilising,exfoliant,moisturizer_humectant,perfuming,preservative,skin_brightening,skin-identical_ingredient,solvent,soothing,sunscreen,surfactant_cleansing,viscosity_controlling,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary,superstar_count,goodie_count,icky_count,superstar_percentage,goodie_percentage,icky_percentage,avg_irritancy,max_irritancy,avg_comedogenicity,max_comedogenicity,safety_concern_ingredients,function_diversity,total_functions,avg_functions_per_ingredient
Face Moisturizer,0.8,67,0,0,1,0,13,0,1,4,1,5,0,6,2,0,0,0,2,3,2,6,5,5,0,0,2,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,17,1,0.014925373134328358,0.2537313432835821,0.014925373134328358,0.2222222222222222,2,0.3333333333333333,1,0,15,58,0.8656716417910447
Face Moisturizer,1.0,33,0,0,1,0,5,0,0,0,0,0,0,13,0,0,1,0,8,2,1,3,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,8,4,0.030303030303030304,0.24242424242424243,0.12121212121212122,0.0,0,1.0,2,0,10,38,1.1515151515151516
Face Moisturizer,1.0,25,0,0,0,0,2,0,0,0,0,2,0,10,2,0,0,0,3,1,1,3,1,3,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,8,0,0.0,0.32,0.0,0.16666666666666666,1,1.1666666666666667,3,1,11,31,1.24
Sunscreen,0.95,41,0,0,0,0,5,0,0,0,1,0,0,4,2,0,0,0,2,1,1,1,6,7,6,0,5,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,10,1,0.0,0.24390243902439024,0.024390243902439025,0.0,0,0.4,1,0,12,41,1.0
Brightening Treatment,0.95,14,0,0,0,0,4,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,1,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2,8,0,0.14285714285714285,0.5714285714285714,0.0,0.0,0,0.0,0,0,7,18,1.2857142857142858
Face Moisturizer,1.0,47,0,0,0,0,6,0,2,2,1,2,0,15,10,0,0,0,2,2,1,2,3,3,0,0,4,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,11,0,0.02127659574468085,0.23404255319148937,0.0,0.18181818181818182,1,0.7272727272727273,2,0,14,55,1.1702127659574468
Sunscreen,0.95,56,0,0,0,0,3,0,2,2,1,0,0,12,7,0,0,0,10,1,2,3,6,4,4,0,6,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,13,9,0.0,0.23214285714285715,0.16071428571428573,0.6363636363636364,2,0.9090909090909091,3,1,14,63,1.125
Face Serum,0.95,57,0,0,0,0,8,0,0,1,1,0,0,12,7,0,0,0,4,5,1,2,5,6,0,0,4,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,11,2,0.017543859649122806,0.19298245614035087,0.03508771929824561,0.15384615384615385,1,1.0,3,1,12,56,0.9824561403508771
Face Serum,1.0,32,0,0,0,0,4,0,1,0,1,0,0,5,2,0,0,0,4,3,0,3,3,7,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,10,2,0.03125,0.3125,0.0625,0.0,0,0.5,2,0,11,34,1.0625
Face Serum,1.0,45,0,0,1,0,7,0,1,1,1,0,0,4,1,0,1,0,3,3,2,2,4,15,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,4,13,1,0.08888888888888889,0.28888888888888886,0.022222222222222223,0.0,0,0.2,1,0,15,47,1.0444444444444445
Shampoo,0.95,55,0,0,1,0,4,0,2,1,0,0,0,3,4,0,0,0,6,5,1,1,4,12,0,0,6,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,6,5,0.03636363636363636,0.10909090909090909,0.09090909090909091,0.0,0,0.25,1,0,13,50,0.9090909090909091
Face Serum,1.0,54,0,0,1,0,10,0,1,4,1,2,0,6,3,0,0,0,1,3,2,4,3,4,0,0,4,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,15,0,0.018518518518518517,0.2777777777777778,0.0,0.1,1,0.4,2,0,15,49,0.9074074074074074
Face Serum,0.95,37,0,0,1,0,2,0,1,2,2,1,0,5,1,0,0,0,1,2,1,2,5,6,0,0,2,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,7,1,0.05405405405405406,0.1891891891891892,0.02702702702702703,0.0,0,0.25,1,0,15,34,0.918918918918919
Face Moisturizer,1.0,26,0,0,0,0,2,0,1,0,0,0,0,4,4,0,0,0,5,4,0,1,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,3,5,0.038461538461538464,0.11538461538461539,0.19230769230769232,1.0,3,1.2222222222222223,3,3,10,27,1.0384615384615385
Shampoo,0.95,29,0,0,0,0,3,0,1,0,0,0,0,3,1,0,0,0,1,2,0,1,1,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,6,1,0.034482758620689655,0.20689655172413793,0.034482758620689655,0.0,0,0.0,0,0,9,22,0.7586206896551724
Face Moisturizer,0.9411764705882352,37,0,0,0,0,3,0,0,0,1,0,0,7,4,0,0,0,1,0,0,2,4,5,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,6,1,0.02702702702702703,0.16216216216216217,0.02702702702702703,0.1,1,0.6,2,0,9,29,0.7837837837837838
Shampoo,0.95,71,0,0,0,0,8,0,3,0,4,0,0,11,7,0,1,0,9,7,0,1,6,5,0,0,10,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,10,4,0.028169014084507043,0.14084507042253522,0.056338028169014086,0.6666666666666666,3,1.2222222222222223,3,5,12,72,1.0140845070422535
Face Serum,0.95,62,0,0,0,0,9,0,3,1,2,2,0,7,4,0,0,0,2,4,3,3,4,8,3,0,9,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,16,1,0.016129032258064516,0.25806451612903225,0.016129032258064516,0.0,0,0.6666666666666666,4,1,15,64,1.032258064516129
Hair Treatment,0.95,28,0,0,0,0,0,0,1,0,0,3,0,1,3,0,0,0,7,3,0,0,3,3,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,3,4,0.0,0.10714285714285714,0.14285714285714285,0.75,2,1.0,2,0,10,27,0.9642857142857143
Face Serum,0.95,50,0,0,1,0,9,0,2,2,1,0,0,3,0,0,0,0,1,2,4,3,5,7,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,19,0,0.02,0.38,0.0,0.0,0,0.25,1,0,13,43,0.86
Shampoo,0.95,27,0,0,0,0,4,0,1,0,0,0,0,3,2,0,0,0,3,3,1,1,1,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,6,1,0.037037037037037035,0.2222222222222222,0.037037037037037035,0.6,3,0.6,3,2,10,27,1.0
Face Toner,0.95,37,0,0,0,0,5,0,1,0,1,0,0,1,1,0,3,0,3,1,0,2,6,8,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,12,1,0.05405405405405406,0.32432432432432434,0.02702702702702703,0.0,0,0.16666666666666666,1,0,12,34,0.918918918918919
Face Serum,0.95,41,0,0,1,0,4,0,2,3,2,0,0,6,4,0,1,0,1,3,3,4,4,4,0,0,5,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2,12,0,0.04878048780487805,0.2926829268292683,0.0,0.0,0,0.375,1,0,15,47,1.146341463414634
Face Moisturizer,0.8,35,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,1,1,4,4,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,12,0,0.0,0.34285714285714286,0.0,0.0,0,0.4,1,0,10,25,0.7142857142857143
Face Toner,0.95,31,0,0,1,0,2,0,0,2,1,0,0,2,1,0,0,0,0,1,1,4,4,5,0,0,2,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,2,11,0,0.06451612903225806,0.3548387096774194,0.0,0.0,0,0.16666666666666666,1,0,12,26,0.8387096774193549
Face Serum,0.95,83,0,0,2,0,9,0,3,8,1,0,0,13,8,0,0,0,8,2,5,5,6,8,0,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,4,25,6,0.04819277108433735,0.30120481927710846,0.07228915662650602,0.5454545454545454,3,0.9090909090909091,3,4,14,82,0.9879518072289156
Face Serum,1.0,67,0,0,0,0,6,0,0,0,2,0,0,5,1,0,1,0,3,1,0,14,5,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,29,0,0.029850746268656716,0.43283582089552236,0.0,0.0,0,0.16666666666666666,1,0,11,46,0.6865671641791045
Face Moisturizer,0.8421052631578947,24,0,0,0,0,2,0,1,1,2,0,0,4,2,0,0,0,0,2,0,1,6,3,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,3,1,0.041666666666666664,0.125,0.041666666666666664,0.75,3,1.25,3,2,11,25,1.0416666666666667
Shampoo,0.95,35,0,0,0,0,4,0,1,1,1,0,0,5,5,0,0,0,5,2,0,0,4,3,0,0,6,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,3,6,0.0,0.08571428571428572,0.17142857142857143,0.0,0,0.2,1,0,11,37,1.0571428571428572
Face Cleanser,0.95,46,0,0,0,0,9,0,0,0,0,0,0,3,2,0,0,0,2,2,1,4,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,12,0,0.021739130434782608,0.2608695652173913,0.0,0.0,0,0.6,2,0,9,34,0.7391304347826086
Face Toner,0.95,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,2,4,1,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0,0.0,0,0,8,18,1.2
Face Moisturizer,0.2,23,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,2,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,4,0.0,0.0,0.17391304347826086,0.0,0,0.0,0,0,8,19,0.8260869565217391
Face Moisturizer,0.8235294117647058,40,0,0,0,0,2,0,1,0,1,0,0,12,4,0,0,0,2,0,1,3,6,6,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,10,0,0.025,0.25,0.0,0.1111111111111111,1,0.6666666666666666,2,0,11,42,1.05
Face Cleanser,0.95,34,0,0,1,0,4,0,1,1,0,0,0,10,2,0,2,0,4,2,0,2,1,6,0,0,2,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,3,12,2,0.08823529411764706,0.35294117647058826,0.058823529411764705,0.8,3,1.6,5,4,13,38,1.1176470588235294
Face Serum,0.95,43,0,0,0,0,5,0,1,0,1,0,0,3,1,0,0,0,3,1,0,4,7,3,0,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,12,2,0.023255813953488372,0.27906976744186046,0.046511627906976744,0.6,3,0.8,3,2,11,34,0.7906976744186046
Face Serum,0.95,59,0,0,3,0,9,0,1,0,1,1,0,3,3,0,1,0,4,6,0,1,10,11,0,0,6,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,11,2,0.03389830508474576,0.1864406779661017,0.03389830508474576,0.375,3,0.875,3,2,14,60,1.0169491525423728
Face Moisturizer,1.0,30,0,0,0,0,0,0,2,0,1,0,0,4,4,0,0,0,6,2,0,2,1,4,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,6,7,0.03333333333333333,0.2,0.23333333333333334,0.0,0,0.75,3,1,10,29,0.9666666666666667
Face Serum,0.95,32,0,0,1,0,4,0,0,1,0,0,0,2,0,0,0,0,2,1,1,0,2,12,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,6,1,0.03125,0.1875,0.03125,0.0,0,0.0,0,0,10,27,0.84375
Face Cleanser,0.95,41,0,0,1,0,4,0,1,0,1,0,0,6,6,0,0,0,3,3,0,2,5,6,0,0,3,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,7,1,0.024390243902439025,0.17073170731707318,0.024390243902439025,0.1111111111111111,1,1.5555555555555556,4,3,12,41,1.0
Shampoo,0.95,26,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,7,2,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,2,6,0.0,0.07692307692307693,0.23076923076923078,0.3333333333333333,1,0.6666666666666666,2,0,8,22,0.8461538461538461
Face Moisturizer,0.8,50,0,0,0,0,5,0,0,1,1,0,0,13,8,0,0,0,4,2,2,5,5,5,0,0,5,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,18,3,0.02,0.36,0.06,0.2,2,0.7,3,1,12,56,1.12
Face Serum,0.95,47,0,0,0,0,7,0,1,0,0,0,0,9,2,0,0,0,2,3,1,4,7,3,0,0,5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,13,0,0.02127659574468085,0.2765957446808511,0.0,0.6,3,1.0,3,3,11,44,0.9361702127659575
Exfoliant/Scrub,0.95,31,0,0,0,0,1,0,1,0,1,0,0,5,2,0,0,0,1,2,0,1,5,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,2,2,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.0,0,0.8,2,0,11,23,0.7419354838709677
Exfoliant/Scrub,0.95,20,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,5,4,1,1,4,3,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,2,3,6,0.1,0.15,0.3,0.0,0,1.0,1,0,12,25,1.25
Face Moisturizer,0.65,20,0,0,0,0,0,0,3,0,0,0,0,2,4,0,1,0,1,4,0,1,3,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,0,0,0.1,0.0,0.0,0.0,0,0.0,0,0,10,26,1.3
Face Toner,0.95,37,0,0,4,0,3,0,1,2,1,0,0,1,0,0,1,0,3,6,1,1,5,8,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,3,9,1,0.08108108108108109,0.24324324324324326,0.02702702702702703,0.0,0,0.75,2,0,14,40,1.0810810810810811
Face Mask,0.95,33,0,0,1,0,2,0,0,0,0,0,0,13,5,0,0,0,8,3,0,2,3,1,0,0,5,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,8,4,0.030303030303030304,0.24242424242424243,0.12121212121212122,0.5833333333333334,3,2.0,4,6,10,43,1.303030303030303
Face Moisturizer,0.8235294117647058,68,0,0,0,0,6,0,1,11,1,0,0,19,4,0,0,0,3,1,1,4,6,4,0,0,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,3,26,0,0.04411764705882353,0.38235294117647056,0.0,0.5833333333333334,3,1.3333333333333333,4,4,13,64,0.9411764705882353
Face Moisturizer,1.0,40,0,0,0,0,2,0,0,0,0,4,0,3,2,0,0,0,9,1,0,1,6,3,1,0,5,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,4,9,0.025,0.1,0.225,0.0,0,0.16666666666666666,1,0,11,37,0.925
Face Serum,1.0,47,0,0,0,0,2,0,0,0,1,0,0,3,1,0,0,0,2,1,0,13,5,5,0,0,6,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,17,3,0.02127659574468085,0.3617021276595745,0.06382978723404255,0.0,0,0.2,1,0,10,39,0.8297872340425532
Sunscreen,0.95,63,0,0,1,0,3,0,0,2,1,6,0,13,4,0,0,0,1,2,1,2,9,5,5,0,6,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,11,1,0.031746031746031744,0.1746031746031746,0.015873015873015872,0.17647058823529413,3,0.4117647058823529,3,2,15,61,0.9682539682539683
Shampoo,0.95,29,0,0,0,0,0,0,1,0,1,1,0,2,5,0,0,0,6,2,0,0,3,3,0,0,4,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,2,5,0.0,0.06896551724137931,0.1724137931034483,1.75,4,2.25,5,2,10,28,0.9655172413793104
Face Serum,0.95,19,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,2,2,1,2,9,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,3,7,0,0.15789473684210525,0.3684210526315789,0.0,0.0,0,0.0,0,0,11,23,1.2105263157894737
Face Moisturizer,0.8,61,0,0,0,0,5,0,2,0,1,0,0,12,5,0,0,0,9,2,0,4,6,2,0,0,6,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,15,5,0.01639344262295082,0.2459016393442623,0.08196721311475409,0.3333333333333333,2,0.6666666666666666,2,0,11,54,0.8852459016393442
Shampoo,0.95,29,0,0,1,0,2,0,1,1,1,1,0,3,4,0,0,0,4,2,1,0,3,4,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,3,1,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.5,2,0.25,1,0,13,28,0.9655172413793104
Face Moisturizer,0.8484848484848484,41,0,0,0,0,3,0,0,1,1,0,0,12,4,0,0,0,7,2,0,5,3,2,0,0,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,15,5,0.024390243902439025,0.36585365853658536,0.12195121951219512,0.0,0,1.0,3,2,11,43,1.048780487804878
Face Serum,0.37,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,3,0.06666666666666667,0.13333333333333333,0.2,0.0,0,0.0,0,0,6,12,0.8
Body Wash,0.95,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,2,3,0.0625,0.125,0.1875,0.0,0,0.0,0,0,8,11,0.6875
Face Cleanser,0.9285714285714286,24,0,0,0,0,2,0,1,0,0,0,0,7,3,0,0,0,4,4,0,1,4,3,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,5,3,0.041666666666666664,0.20833333333333334,0.125,0.2857142857142857,2,1.4285714285714286,3,1,10,32,1.3333333333333333
Face Mask,0.95,40,0,0,1,0,1,0,3,0,2,0,0,5,2,0,1,0,2,9,0,3,5,4,0,0,4,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,9,1,0.05,0.225,0.025,0.4,4,0.9,4,2,13,42,1.05
Face Toner,0.95,30,0,0,0,0,2,0,1,0,0,0,0,3,3,0,1,0,2,1,1,1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,9,0,0.03333333333333333,0.3,0.0,0.0,0,0.25,1,0,11,24,0.8
Body Moisturizer,0.95,38,0,0,0,0,5,0,1,0,1,0,0,11,3,0,0,0,5,4,0,1,1,7,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,7,1,0.02631578947368421,0.18421052631578946,0.02631578947368421,0.8181818181818182,3,1.4545454545454546,4,4,11,43,1.131578947368421
Brightening Treatment,0.95,53,0,0,1,0,7,0,0,2,1,0,0,12,8,0,0,0,1,2,4,4,4,7,0,0,5,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,14,0,0.03773584905660377,0.2641509433962264,0.0,0.21428571428571427,2,1.2142857142857142,4,2,13,58,1.0943396226415094
Face Serum,0.95,32,0,0,0,0,3,0,0,2,1,0,0,5,4,0,0,0,1,1,0,1,4,4,0,0,6,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,2,7,0,0.0625,0.21875,0.0,0.3333333333333333,3,1.3333333333333333,3,4,11,32,1.0
Body Moisturizer,0.95,42,0,0,0,0,3,0,1,0,1,0,0,9,3,0,1,0,8,3,0,2,3,1,0,0,7,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,4,8,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.8571428571428571,3,1.4285714285714286,4,3,12,42,1.0
Face Serum,0.95,48,0,0,0,0,4,0,2,0,2,0,0,8,0,0,0,0,4,1,0,5,4,7,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,18,0,0.020833333333333332,0.375,0.0,0.3,3,0.8,3,2,10,38,0.7916666666666666
Face Moisturizer,1.0,45,0,0,2,0,2,0,5,1,2,0,0,6,1,0,2,0,5,6,2,1,5,4,0,0,7,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,7,5,0.06666666666666667,0.15555555555555556,0.1111111111111111,0.75,3,1.0,3,2,15,51,1.1333333333333333
Brightening Treatment,0.95,31,0,0,1,0,6,0,1,1,1,0,0,2,1,0,1,0,2,2,6,2,3,9,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,4,10,1,0.12903225806451613,0.3225806451612903,0.03225806451612903,0.0,0,0.0,0,0,15,39,1.2580645161290323
Face Moisturizer,0.8,60,0,0,3,0,7,0,0,7,1,0,0,16,9,0,0,0,3,1,1,6,6,7,0,0,5,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,3,21,0,0.05,0.35,0.0,0.47058823529411764,3,0.8235294117647058,3,4,13,72,1.2
Face Serum,0.95,57,0,0,0,0,8,0,3,1,2,2,0,9,3,0,0,0,5,3,2,3,4,9,0,0,6,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,18,3,0.03508771929824561,0.3157894736842105,0.05263157894736842,0.5,3,0.875,3,2,14,60,1.0526315789473684
Face Mask,0.95,57,0,0,1,0,6,0,0,2,1,0,0,2,0,0,0,0,0,2,1,13,4,7,0,0,3,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,2,21,0,0.03508771929824561,0.3684210526315789,0.0,0.0,0,0.3333333333333333,1,0,11,42,0.7368421052631579
Face Moisturizer,0.8,32,0,0,1,0,3,0,0,1,1,1,0,5,1,0,0,0,1,1,1,2,6,3,1,0,3,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,8,1,0.03125,0.25,0.03125,0.0,0,0.5,1,0,15,31,0.96875
Face Cleanser,0.8571428571428572,29,0,0,0,0,2,0,0,0,1,2,0,2,2,0,0,0,3,2,0,2,2,4,0,0,6,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,9,2,0.034482758620689655,0.3103448275862069,0.06896551724137931,0.4444444444444444,3,0.8888888888888888,3,3,11,28,0.9655172413793104
Face Moisturizer,1.0,39,0,0,0,0,4,0,2,0,0,0,0,10,2,0,0,0,7,2,0,1,2,3,0,0,5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,5,8,0.02564102564102564,0.1282051282051282,0.20512820512820512,0.5714285714285714,3,0.8571428571428571,3,2,10,38,0.9743589743589743
Face Serum,0.95,79,0,0,1,0,12,0,2,5,1,0,0,7,3,0,0,0,1,2,1,2,5,16,0,0,2,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,21,0,0.02531645569620253,0.26582278481012656,0.0,0.0,0,0.5714285714285714,2,0,14,60,0.759493670886076
Face Moisturizer,0.95,50,0,0,1,0,4,0,1,2,1,0,0,12,4,0,0,0,1,1,1,6,7,4,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,13,0,0.04,0.26,0.0,0.25,2,0.625,2,0,14,48,0.96
Face Cleanser,0.95,47,0,0,1,0,1,0,2,0,1,0,0,8,9,0,0,0,6,3,0,4,3,2,0,0,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,6,5,0.02127659574468085,0.1276595744680851,0.10638297872340426,0.1111111111111111,1,1.5555555555555556,4,3,12,42,0.8936170212765957
Face Moisturizer,1.0,41,0,0,1,0,4,0,1,0,1,0,0,6,6,0,0,0,3,3,0,2,5,6,0,0,3,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,7,1,0.024390243902439025,0.17073170731707318,0.024390243902439025,0.1111111111111111,1,1.5555555555555556,4,3,12,41,1.0
