predicted_category,confidence,total_ingredients,abrasive_scrub,absorbent_mattifier,anti-acne,antimicrobial_antibacterial,antioxidant,astringent,buffering,cell-communicating_ingredient,chelating,colorant,deodorant,emollient,emulsifying,emulsion_stabilising,exfoliant,moisturizer_humectant,perfuming,preservative,skin_brightening,skin-identical_ingredient,solvent,soothing,sunscreen,surfactant_cleansing,viscosity_controlling,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary,superstar_count,goodie_count,icky_count,superstar_percentage,goodie_percentage,icky_percentage,avg_irritancy,max_irritancy,avg_comedogenicity,max_comedogenicity,safety_concern_ingredients,function_diversity,total_functions,avg_functions_per_ingredient
Face Moisturizer,0.95,29,0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,0,2,6,0,2,5,3,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,5,1,0.034482758620689655,0.1724137931034483,0.034482758620689655,0.375,3,0.625,3,2,11,31,1.0689655172413792
Face Serum,0.95,71,0,0,0,0,7,0,3,3,1,2,0,8,9,0,0,0,2,2,3,5,5,4,0,0,7,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,16,1,0.014084507042253521,0.22535211267605634,0.014084507042253521,0.375,2,1.0,5,2,14,61,0.8591549295774648
Face Moisturizer,1.0,28,0,0,0,0,1,0,0,0,1,0,0,6,4,0,0,0,3,2,0,2,5,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,3,3,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.1111111111111111,1,0.6666666666666666,2,0,10,28,1.0
Face Serum,0.95,54,0,0,0,0,8,0,2,0,1,0,0,3,1,0,0,0,4,1,1,3,6,7,0,0,8,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,14,1,0.018518518518518517,0.25925925925925924,0.018518518518518517,0.42857142857142855,3,0.7142857142857143,3,2,12,45,0.8333333333333334
Face Serum,0.95,79,0,0,2,0,7,0,1,3,1,0,0,8,6,0,0,0,3,7,1,15,8,5,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,24,3,0.02531645569620253,0.3037974683544304,0.0379746835443038,0.2727272727272727,3,0.7272727272727273,3,2,14,70,0.8860759493670886
Shampoo,0.95,37,0,0,0,0,6,0,1,0,0,1,0,5,2,0,0,0,6,4,0,1,4,7,1,0,6,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,4,3,0.02702702702702703,0.10810810810810811,0.08108108108108109,0.0,0,0.5,3,1,12,44,1.1891891891891893
Face Serum,1.0,75,0,0,0,0,10,0,5,0,2,0,0,7,4,0,2,0,5,2,2,4,6,13,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,17,0,0.04,0.22666666666666666,0.0,0.4444444444444444,3,0.6666666666666666,2,1,13,64,0.8533333333333334
Face Serum,1.0,36,0,0,0,0,6,0,1,0,1,0,0,6,4,0,0,0,2,2,1,2,3,6,4,0,7,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,7,2,0.05555555555555555,0.19444444444444445,0.05555555555555555,0.2,2,1.2,4,2,13,45,1.25
Sunscreen,1.0,39,0,0,0,0,6,0,2,0,0,6,0,7,4,0,0,0,0,0,1,2,6,1,6,0,5,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,12,1,0.02564102564102564,0.3076923076923077,0.02564102564102564,0.4166666666666667,3,0.5,3,2,11,46,1.1794871794871795
Sunscreen,1.0,32,0,0,0,0,2,0,2,0,0,0,0,7,2,0,0,0,0,2,0,3,3,0,7,0,5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,9,0,0.03125,0.28125,0.0,0.75,4,0.875,5,2,9,33,1.03125
Sunscreen,0.95,31,0,0,0,0,1,0,0,0,1,1,0,13,3,0,0,0,1,1,0,1,4,0,5,0,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,5,1,0.03225806451612903,0.16129032258064516,0.03225806451612903,0.7142857142857143,3,0.8571428571428571,3,2,11,35,1.1290322580645162
Sunscreen,1.0,28,0,0,0,0,1,0,1,0,1,0,0,6,3,0,0,0,1,2,0,0,4,0,5,0,6,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,3,2,0.0,0.10714285714285714,0.07142857142857142,0.1111111111111111,1,0.7777777777777778,2,0,10,30,1.0714285714285714
Face Serum,1.0,44,0,0,1,0,5,0,1,3,1,0,0,9,2,0,0,0,6,4,1,2,4,0,4,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,2,10,6,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.6153846153846154,3,1.2307692307692308,3,5,14,47,1.0681818181818181
Sunscreen,1.0,28,0,0,0,0,2,0,2,0,1,0,0,4,1,0,0,0,0,3,0,0,4,1,4,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,6,1,0.0,0.21428571428571427,0.03571428571428571,0.0,0,0.0,0,0,10,24,0.8571428571428571
Brightening Treatment,0.95,21,0,0,1,0,1,0,1,1,0,2,0,3,1,0,0,0,1,2,2,1,3,1,3,0,3,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,3,2,1,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.36363636363636365,2,1.1818181818181819,3,2,15,26,1.2380952380952381
Sunscreen,0.95,39,0,0,1,0,3,0,2,1,0,0,0,7,3,0,0,0,1,2,2,3,4,0,7,0,5,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,2,10,1,0.05128205128205128,0.2564102564102564,0.02564102564102564,0.7,4,1.2,5,3,13,41,1.0512820512820513
Sunscreen,0.95,44,0,0,0,0,0,0,2,0,2,0,0,9,3,0,0,0,0,0,0,1,12,1,4,0,9,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,6,0,0.022727272727272728,0.13636363636363635,0.0,0.0,0,0.6,1,0,9,43,0.9772727272727273
Sunscreen,0.95,30,0,0,0,0,2,0,1,0,1,0,0,10,4,0,0,0,1,1,0,0,5,0,4,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,4,1,0.0,0.13333333333333333,0.03333333333333333,0.375,3,0.625,3,2,10,32,1.0666666666666667
Sunscreen,0.95,33,0,0,0,0,1,0,0,0,1,0,0,11,4,0,0,0,0,2,0,0,6,0,4,0,5,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,5,0,0.0,0.15151515151515152,0.0,0.5,3,0.8333333333333334,3,2,8,34,1.0303030303030303
Sunscreen,1.0,27,0,0,0,0,1,0,1,0,2,0,0,5,4,0,0,0,0,2,0,1,5,0,5,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,4,0,0.037037037037037035,0.14814814814814814,0.0,0.1111111111111111,1,0.3333333333333333,2,0,10,29,1.0740740740740742
Sunscreen,0.95,35,0,0,0,0,7,0,2,0,2,0,0,6,3,0,0,0,1,5,1,1,3,2,3,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,7,2,0.05714285714285714,0.2,0.05714285714285714,0.5714285714285714,3,1.0,3,2,13,40,1.1428571428571428
Face Moisturizer,1.0,33,0,0,0,0,2,0,2,0,1,0,0,4,1,0,0,0,0,0,0,1,6,1,3,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,7,0,0.030303030303030304,0.21212121212121213,0.0,0.75,3,0.75,3,2,10,25,0.7575757575757576
Sunscreen,0.95,44,0,0,1,0,7,0,0,1,1,0,0,7,2,0,0,0,0,2,3,5,6,8,3,0,3,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,4,14,0,0.09090909090909091,0.3181818181818182,0.0,0.25,3,0.8333333333333334,3,2,13,49,1.1136363636363635
Sunscreen,0.95,37,0,0,0,0,1,0,1,0,0,0,0,3,2,0,1,0,7,2,0,6,6,1,5,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,2,13,7,0.05405405405405406,0.35135135135135137,0.1891891891891892,0.0,0,0.0,0,0,12,37,1.0
Sunscreen,1.0,30,0,0,0,0,3,0,1,0,1,0,0,5,2,0,0,0,1,1,0,1,3,0,4,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,7,0,0.03333333333333333,0.23333333333333334,0.0,0.6,3,0.8,3,2,11,26,0.8666666666666667
Sunscreen,0.95,19,0,0,0,0,0,0,2,0,1,1,0,5,1,0,0,0,2,2,0,1,3,0,4,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,4,2,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.2222222222222222,2,1.1111111111111112,3,1,11,24,1.263157894736842
Sunscreen,0.95,33,0,0,0,0,2,0,0,0,1,1,0,4,3,0,0,0,1,4,1,6,4,1,3,0,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,13,0,0.030303030303030304,0.3939393939393939,0.0,0.08333333333333333,1,0.6666666666666666,4,1,13,35,1.0606060606060606
Sunscreen,0.95,29,0,0,0,0,2,0,2,0,1,0,0,4,1,0,0,0,0,3,0,0,4,1,4,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,6,1,0.0,0.20689655172413793,0.034482758620689655,0.0,0,0.0,0,0,10,25,0.8620689655172413
Sunscreen,0.95,37,0,0,0,0,3,0,1,0,1,0,0,6,6,0,1,0,1,3,0,1,5,1,5,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,9,0,0.02702702702702703,0.24324324324324326,0.0,0.0,0,0.625,2,0,13,39,1.054054054054054
Face Moisturizer,0.8387096774193549,33,0,0,0,0,4,0,0,0,1,0,0,5,3,0,0,0,5,3,2,3,5,0,3,0,6,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,6,4,0.030303030303030304,0.18181818181818182,0.12121212121212122,0.5,3,0.875,3,2,11,40,1.2121212121212122
Sunscreen,1.0,29,0,0,0,0,1,0,2,0,1,0,0,2,1,0,0,0,1,3,0,2,5,0,3,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,2,3,1,0.06896551724137931,0.10344827586206896,0.034482758620689655,0.0,0,0.3333333333333333,1,0,11,26,0.896551724137931
Sunscreen,0.95,13,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,3,0,0.0,0.23076923076923078,0.0,0.0,0,0.3333333333333333,1,0,7,14,1.0769230769230769
Sunscreen,0.95,48,0,0,0,0,7,0,3,0,1,1,0,7,3,0,0,0,6,4,2,1,5,1,6,0,4,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,8,7,0.020833333333333332,0.16666666666666666,0.14583333333333334,0.6428571428571429,3,1.2142857142857142,4,4,14,51,1.0625
Face Moisturizer,1.0,29,0,0,0,0,2,0,2,0,1,1,0,5,3,0,0,0,0,0,0,1,6,1,3,0,2,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,5,0,0.034482758620689655,0.1724137931034483,0.0,0.6,3,0.8,3,2,11,27,0.9310344827586207
Sunscreen,0.95,46,0,0,0,0,1,0,1,0,1,4,0,12,9,0,0,0,0,2,0,1,5,1,3,0,11,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,5,0,0.021739130434782608,0.10869565217391304,0.0,0.375,3,0.5,2,1,12,51,1.108695652173913
Sunscreen,1.0,24,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,2,0,1,2,2,5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,10,0,0.041666666666666664,0.4166666666666667,0.0,0.0,0,0.75,4,1,10,22,0.9166666666666666
Sunscreen,0.95,36,0,0,2,0,3,0,0,1,0,1,0,5,1,0,0,0,2,2,1,0,4,2,6,0,8,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,7,3,0.027777777777777776,0.19444444444444445,0.08333333333333333,0.0,0,0.8,3,1,13,38,1.0555555555555556
Sunscreen,0.95,44,0,0,0,0,2,0,1,1,1,0,0,3,3,0,0,0,10,4,0,1,9,0,6,0,6,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,6,9,0.022727272727272728,0.13636363636363635,0.20454545454545456,0.0,0,0.5,1,0,12,47,1.0681818181818181
Face Moisturizer,1.0,32,0,0,1,0,2,0,1,1,1,0,0,9,2,0,0,0,0,3,1,1,3,0,5,0,5,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,4,1,0.03125,0.125,0.03125,0.125,1,0.875,4,1,13,35,1.09375
Face Serum,1.0,44,0,0,1,0,4,0,2,1,1,0,0,6,5,0,0,0,0,1,1,0,9,2,4,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,10,0,0.022727272727272728,0.22727272727272727,0.0,0.42857142857142855,3,1.0,3,2,13,40,0.9090909090909091
Sunscreen,1.0,32,0,0,0,0,5,0,2,0,0,1,0,6,4,0,0,0,0,0,1,2,6,0,6,0,4,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,11,1,0.03125,0.34375,0.03125,0.42857142857142855,3,0.5714285714285714,3,2,10,37,1.15625
Sunscreen,0.95,28,0,0,0,0,1,0,2,0,0,1,0,9,6,0,0,0,1,3,0,0,2,1,5,0,5,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,6,3,0.0,0.21428571428571427,0.10714285714285714,0.3333333333333333,2,1.6666666666666667,4,2,11,36,1.2857142857142858
Sunscreen,0.95,29,0,0,1,0,3,0,1,0,1,1,0,3,2,0,0,0,2,1,1,1,4,0,8,0,3,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,9,2,0.0,0.3103448275862069,0.06896551724137931,0.9166666666666666,3,1.5,5,6,14,32,1.103448275862069
Face Moisturizer,1.0,37,0,0,0,0,2,0,1,0,1,4,0,12,5,0,0,0,0,1,1,1,5,0,4,0,6,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,5,1,0.02702702702702703,0.13513513513513514,0.02702702702702703,0.45454545454545453,3,0.5454545454545454,3,2,12,43,1.162162162162162
Sunscreen,0.95,31,0,0,0,0,2,0,1,0,1,0,0,9,4,0,0,0,1,1,0,1,4,0,4,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,4,1,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.42857142857142855,3,0.7142857142857143,3,2,11,30,0.967741935483871
Sunscreen,0.95,41,0,0,0,0,6,0,2,0,0,0,0,7,3,0,0,0,2,1,1,6,4,3,3,0,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,16,0,0.024390243902439025,0.3902439024390244,0.0,0.6666666666666666,4,1.1111111111111112,4,4,12,41,1.0
Brightening Treatment,0.95,47,0,0,1,0,3,0,4,1,0,1,0,15,7,0,0,0,1,1,1,4,5,2,6,0,7,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,14,2,0.0425531914893617,0.2978723404255319,0.0425531914893617,0.4,3,1.1,3,3,15,59,1.2553191489361701
Face Moisturizer,0.95,45,0,0,1,0,6,0,1,1,1,0,0,9,4,0,0,0,10,4,0,4,3,2,5,0,2,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,11,9,0.022222222222222223,0.24444444444444444,0.2,0.5,3,1.1428571428571428,3,4,14,53,1.1777777777777778
Sunscreen,0.95,30,0,0,0,0,5,0,0,0,0,1,0,4,1,0,0,0,0,3,2,2,4,1,6,0,4,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,2,8,0,0.06666666666666667,0.26666666666666666,0.0,0.0,0,0.0,0,0,11,33,1.1
Sunscreen,1.0,46,0,0,0,0,6,0,1,0,1,2,0,7,4,0,0,0,0,5,2,0,6,3,6,0,6,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,9,0,0.0,0.1956521739130435,0.0,0.125,1,0.875,3,1,12,49,1.065217391304348
Sunscreen,0.95,23,0,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,1,3,0,0,3,1,5,0,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,4,3,0.0,0.17391304347826086,0.13043478260869565,0.0,0,2.0,2,0,10,23,1.0
Sunscreen,1.0,40,0,0,0,0,1,0,2,0,1,0,0,6,2,0,1,0,1,2,0,1,6,1,6,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,9,0,0.025,0.225,0.0,0.42857142857142855,3,0.7142857142857143,3,2,13,33,0.825
Sunscreen,0.95,40,0,0,3,0,2,0,2,1,0,2,0,4,3,0,1,0,1,4,1,3,3,1,5,0,5,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,3,8,0,0.075,0.2,0.0,0.3333333333333333,3,0.6666666666666666,3,3,16,41,1.025
Sunscreen,0.95,56,0,0,0,0,5,0,5,1,2,0,0,8,4,0,0,0,1,3,0,4,6,3,8,0,8,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,16,0,0.017857142857142856,0.2857142857142857,0.0,0.5454545454545454,4,0.8181818181818182,4,2,13,58,1.0357142857142858
Face Serum,0.95,38,0,0,1,0,3,0,1,1,1,0,0,5,4,0,0,0,1,5,1,2,3,4,4,0,5,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,7,1,0.05263157894736842,0.18421052631578946,0.02631578947368421,0.23076923076923078,2,0.6153846153846154,2,0,15,41,1.0789473684210527
Sunscreen,0.95,38,0,0,1,0,3,0,2,1,2,0,0,9,5,0,0,0,1,5,3,0,2,3,5,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,10,1,0.02631578947368421,0.2631578947368421,0.02631578947368421,0.6666666666666666,3,0.8888888888888888,2,1,14,46,1.2105263157894737
Sunscreen,1.0,37,0,0,0,0,7,0,2,0,0,1,0,8,5,0,0,0,0,0,1,2,6,1,6,0,4,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,14,1,0.02702702702702703,0.3783783783783784,0.02702702702702703,0.375,3,0.5,3,2,11,43,1.162162162162162
Sunscreen,0.95,24,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,4,0,1,3,0,5,0,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,4,1,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.0,0,0.3333333333333333,1,0,8,25,1.0416666666666667
Sunscreen,0.95,14,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,3,0,0.0,0.21428571428571427,0.0,0.0,0,0.0,0,0,7,15,1.0714285714285714
Sunscreen,0.95,30,0,0,0,0,1,0,1,0,0,0,0,7,2,0,0,0,0,2,0,2,3,0,5,0,6,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,5,0,0.03333333333333333,0.16666666666666666,0.0,0.8571428571428571,4,1.0,5,2,9,29,0.9666666666666667
Sunscreen,0.95,39,0,0,0,0,3,0,0,0,1,3,0,13,7,0,0,0,3,1,0,1,4,0,4,0,5,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,7,1,0.02564102564102564,0.1794871794871795,0.02564102564102564,0.35714285714285715,3,1.0714285714285714,4,4,11,45,1.1538461538461537
Face Moisturizer,0.95,42,0,0,0,0,1,0,3,1,2,0,0,6,4,0,0,0,4,2,0,1,8,0,6,0,6,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,6,5,0.023809523809523808,0.14285714285714285,0.11904761904761904,0.16666666666666666,1,0.5,2,0,12,44,1.0476190476190477
Sunscreen,1.0,31,0,0,0,0,2,0,1,0,1,0,0,3,4,0,0,0,2,1,0,1,3,1,5,0,7,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,8,1,0.0,0.25806451612903225,0.03225806451612903,0.0,0,0.3333333333333333,1,0,12,31,1.0
Sunscreen,1.0,41,0,0,3,0,2,0,2,1,0,2,0,5,3,0,1,0,1,4,1,3,3,1,5,0,5,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,3,9,0,0.07317073170731707,0.21951219512195122,0.0,0.3333333333333333,3,0.6666666666666666,3,3,16,42,1.024390243902439
Sunscreen,0.95,38,0,0,1,0,1,0,0,2,1,0,0,7,1,0,0,0,1,4,1,1,8,5,5,0,3,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,9,1,0.05263157894736842,0.23684210526315788,0.02631578947368421,0.0,0,0.16666666666666666,1,0,14,41,1.0789473684210527
Sunscreen,0.95,32,0,0,0,0,1,0,1,0,1,4,0,5,3,0,0,0,4,3,0,1,2,1,5,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,5,4,0.03125,0.15625,0.125,0.14285714285714285,2,0.35714285714285715,2,0,13,34,1.0625
Face Moisturizer,1.0,42,0,0,0,0,4,0,2,0,0,3,0,9,9,0,0,0,2,2,1,0,3,2,5,0,8,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,11,3,0.023809523809523808,0.2619047619047619,0.07142857142857142,0.2857142857142857,3,1.2857142857142858,4,4,12,50,1.1904761904761905
Sunscreen,0.95,48,0,0,0,0,2,0,1,0,3,1,0,7,4,0,1,0,0,3,0,7,4,0,5,0,6,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,2,11,0,0.041666666666666664,0.22916666666666666,0.0,0.0,0,0.42857142857142855,2,0,12,44,0.9166666666666666
Sunscreen,0.95,28,0,0,0,0,1,0,1,0,1,0,0,4,1,0,0,0,1,1,0,2,6,0,5,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,6,1,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.25,2,1.25,5,1,11,27,0.9642857142857143
Sunscreen,1.0,22,0,0,1,0,1,0,1,1,0,1,0,4,3,0,0,0,0,2,1,1,3,0,3,0,3,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,2,3,0,0.09090909090909091,0.13636363636363635,0.0,0.4444444444444444,3,1.0,4,3,13,25,1.1363636363636365
Sunscreen,0.95,29,0,0,0,0,4,0,0,0,1,1,0,6,2,0,0,0,0,4,0,1,3,2,5,0,5,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,7,1,0.0,0.2413793103448276,0.034482758620689655,0.5,2,0.8333333333333334,2,0,11,34,1.1724137931034482
Sunscreen,0.95,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0.0,0.5,0.0,0.0,0,0.0,0,0,3,8,1.0
Sunscreen,0.95,45,0,0,1,0,3,0,1,2,1,2,0,10,4,0,0,0,1,5,1,3,5,2,7,0,8,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,9,2,0.044444444444444446,0.2,0.044444444444444446,0.46153846153846156,4,0.9230769230769231,4,2,16,56,1.2444444444444445
Sunscreen,0.95,20,0,0,0,0,1,0,0,0,1,0,0,4,3,0,0,0,3,1,0,0,4,0,3,0,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,2,2,0.0,0.1,0.1,1.0,3,1.4285714285714286,5,3,9,23,1.15
Sunscreen,0.95,34,0,0,1,0,7,0,1,1,0,1,0,10,3,0,0,0,1,4,1,2,1,7,3,0,4,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,11,1,0.058823529411764705,0.3235294117647059,0.029411764705882353,0.4,2,1.5,4,2,15,47,1.3823529411764706
Sunscreen,0.8571428571428572,46,0,0,0,0,5,0,3,0,2,0,0,5,4,0,1,0,1,6,0,2,4,2,6,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,2,10,1,0.043478260869565216,0.21739130434782608,0.021739130434782608,0.0,0,0.375,1,0,13,45,0.9782608695652174
Sunscreen,1.0,29,0,0,0,0,1,0,1,0,1,2,0,5,5,0,0,0,0,2,0,1,4,0,6,0,5,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,3,1,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.1111111111111111,1,0.2222222222222222,1,0,11,33,1.1379310344827587
